Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Price,Mileage,Engine_CC,Seating_Capacity,Service_Cost,Car_Age,Price_Category,Mileage_Category
2018,Tata Motors,Nexon,2023,CNG,Automatic,1060000,22.6,2500,6,23800,2,Mid Range,High Mileage
2019,Maruti Suzuki,Dzire,2018,Diesel,Manual,2080000,27.2,1800,5,9500,7,Luxury,High Mileage
2020,Toyota,Urban Cruiser,2019,Diesel,Manual,1310000,22,2500,4,12600,6,Mid Range,High Mileage
2021,Volkswagen,Vento,2023,Petrol,Manual,1190000,17.5,1000,7,17300,2,Mid Range,Low Mileage
2022,Renault,Lodgy,2024,Petrol,Automatic,2070000,13.5,800,7,13100,1,Luxury,Low Mileage
2023,Honda,WR-V,2020,CNG,Automatic,1530000,19.6,1800,7,12300,5,Mid Range,Low Mileage
2024,Mahindra,Scorpio,2021,Petrol,Manual,1170000,18.9,2500,5,21400,4,Mid Range,Low Mileage
2025,Maruti Suzuki,WagonR,2021,Petrol,Automatic,2170000,18.5,1000,5,8900,4,Luxury,Low Mileage
2026,Toyota,Camry,2016,Petrol,Automatic,1530000,24.9,1200,7,11700,9,Mid Range,High Mileage
2027,Renault,Kiger,2023,CNG,Manual,1700000,15.3,1800,6,6600,2,Mid Range,Low Mileage
2028,Mahindra,Bolero,2024,Electric,Manual,1710000,18.8,1000,4,6800,1,Mid Range,Low Mileage
2029,Skoda,Slavia,2020,CNG,Manual,770000,19.2,1800,7,19600,5,Budget,Low Mileage
2030,Renault,Lodgy,2016,CNG,Manual,1870000,18.3,2000,4,16800,9,Mid Range,Low Mileage
2031,Maruti Suzuki,Swift,2015,CNG,Manual,2930000,28.3,1200,7,21100,10,Luxury,High Mileage
2032,Kia,Sonet,2015,Petrol,Manual,2950000,28.3,1200,4,11000,10,Luxury,High Mileage
2033,Skoda,Superb,2018,Electric,Manual,3210000,16.2,1000,4,15200,7,Luxury,Low Mileage
2034,Maruti Suzuki,Baleno,2019,Petrol,Automatic,3450000,20.9,1500,6,21800,6,Luxury,High Mileage
2035,Maruti Suzuki,Swift,2021,Petrol,Manual,1450000,16.8,1000,7,9700,4,Mid Range,Low Mileage
2036,Hyundai,i10,2019,CNG,Automatic,1160000,20.4,1000,5,21300,6,Mid Range,High Mileage
2037,Tata Motors,Altroz,2024,Diesel,Automatic,520000,10.9,1000,7,16100,1,Budget,Low Mileage
2038,Toyota,Urban Cruiser,2023,CNG,Automatic,1060000,14.8,1500,7,15700,2,Mid Range,Low Mileage
2039,Volkswagen,Virtus,2021,Diesel,Manual,1640000,25.9,1200,6,21700,4,Mid Range,High Mileage
2040,Skoda,Kushaq,2017,CNG,Manual,3390000,29.4,1200,6,19900,8,Luxury,High Mileage
2041,Hyundai,Venue,2015,CNG,Automatic,2920000,26.2,2500,6,5100,10,Luxury,High Mileage
2042,Toyota,Glanza,2024,CNG,Manual,2970000,25.7,2000,7,15900,1,Luxury,High Mileage
2043,Volkswagen,Vento,2022,Diesel,Automatic,1060000,28.9,800,4,21400,3,Mid Range,High Mileage
2044,Toyota,Camry,2016,CNG,Manual,3170000,22.7,1800,4,20700,9,Luxury,High Mileage
2045,Tata Motors,Altroz,2017,Diesel,Manual,1930000,24.2,1500,7,5200,8,Mid Range,High Mileage
2046,Mahindra,Bolero,2024,Petrol,Manual,2980000,16.8,1800,5,18400,1,Luxury,Low Mileage
2047,Toyota,Glanza,2017,CNG,Manual,950000,10.4,2000,4,15100,8,Budget,Low Mileage
2048,Honda,Civic,2018,Electric,Automatic,1740000,26.4,1800,6,7500,7,Mid Range,High Mileage
2049,Maruti Suzuki,Ertiga,2019,CNG,Automatic,2680000,26.6,1800,6,8300,6,Luxury,High Mileage
2050,Honda,Jazz,2023,CNG,Manual,3170000,23.5,1800,7,24800,2,Luxury,High Mileage
2051,Honda,Amaze,2024,Electric,Automatic,1200000,15.3,1200,4,21300,1,Mid Range,Low Mileage
2052,Mahindra,Bolero,2020,Diesel,Manual,2440000,27.1,1200,7,17300,5,Luxury,High Mileage
2053,Kia,Carens,2020,CNG,Manual,700000,14,2000,4,14300,5,Budget,Low Mileage
2054,Toyota,Fortuner,2024,Diesel,Manual,1360000,24.8,1500,7,5800,1,Mid Range,High Mileage
2055,Hyundai,i10,2017,Diesel,Automatic,2720000,12.6,1200,7,24800,8,Luxury,Low Mileage
2056,Toyota,Glanza,2023,Electric,Manual,1890000,24.6,800,4,21800,2,Mid Range,High Mileage
2057,Honda,City,2022,Petrol,Manual,720000,24.3,1500,4,5000,3,Budget,High Mileage
2058,Honda,WR-V,2018,Electric,Manual,2110000,24.4,1000,4,9000,7,Luxury,High Mileage
2059,Honda,City,2016,Electric,Automatic,3300000,24.3,2000,7,6700,9,Luxury,High Mileage
2060,Skoda,Octavia,2020,Petrol,Automatic,3100000,25.1,1200,6,20400,5,Luxury,High Mileage
2061,Skoda,Kushaq,2020,CNG,Automatic,2500000,29.7,1500,4,17900,5,Luxury,High Mileage
2062,Volkswagen,Tiguan,2015,Petrol,Automatic,3000000,17.7,1800,5,21400,10,Luxury,Low Mileage
2063,Mahindra,XUV300,2015,CNG,Manual,1240000,19.2,1000,6,9200,10,Mid Range,Low Mileage
2064,Hyundai,Venue,2021,Electric,Automatic,1920000,29.7,2500,5,10100,4,Mid Range,High Mileage
2065,Hyundai,i20,2017,CNG,Manual,1060000,17,2500,7,9500,8,Mid Range,Low Mileage
2066,Honda,WR-V,2024,Diesel,Manual,1240000,19.3,2500,4,9000,1,Mid Range,Low Mileage
2067,Toyota,Fortuner,2017,Petrol,Automatic,1670000,18.7,1500,4,5200,8,Mid Range,Low Mileage
2068,Mahindra,XUV700,2024,Petrol,Automatic,3380000,23.3,1000,6,18400,1,Luxury,High Mileage
2069,Mahindra,Scorpio,2022,Petrol,Automatic,1840000,15,2000,6,24600,3,Mid Range,Low Mileage
2070,Mahindra,XUV700,2015,Petrol,Automatic,690000,25.3,800,5,9600,10,Budget,High Mileage
2071,Maruti Suzuki,Ertiga,2017,Electric,Automatic,930000,22.9,1200,7,9200,8,Budget,High Mileage
2072,Kia,Carens,2024,CNG,Manual,2030000,28.4,2000,7,23100,1,Luxury,High Mileage
2073,Volkswagen,Vento,2019,Petrol,Manual,1460000,18.4,2000,6,23300,6,Mid Range,Low Mileage
2074,Skoda,Kushaq,2019,Petrol,Manual,1000000,12.8,1500,6,8400,6,Mid Range,Low Mileage
2075,Kia,Seltos,2023,Petrol,Manual,1580000,23.6,1200,6,10600,2,Mid Range,High Mileage
2076,Kia,Sonet,2020,Diesel,Automatic,3080000,17,800,6,10600,5,Luxury,Low Mileage
2077,Maruti Suzuki,Baleno,2021,CNG,Automatic,2940000,28.6,1200,7,24000,4,Luxury,High Mileage
2078,Tata Motors,Tiago,2020,Diesel,Manual,700000,26,2500,7,21700,5,Budget,High Mileage
2079,Volkswagen,Taigun,2016,Petrol,Automatic,950000,12.2,2000,7,12000,9,Budget,Low Mileage
2080,Kia,Seltos,2022,CNG,Automatic,3480000,12.1,1500,6,19400,3,Luxury,Low Mileage
2081,Mahindra,Thar,2022,Electric,Manual,1420000,16.3,800,7,8000,3,Mid Range,Low Mileage
2082,Volkswagen,Tiguan,2016,Petrol,Manual,2060000,18.3,2000,4,21000,9,Luxury,Low Mileage
2083,Mahindra,Scorpio,2024,CNG,Manual,810000,13.6,1000,4,19200,1,Budget,Low Mileage
2084,Renault,Lodgy,2021,Petrol,Manual,1390000,11.6,1500,4,8700,4,Mid Range,Low Mileage
2085,Toyota,Fortuner,2017,Petrol,Automatic,1010000,15.7,1000,6,14200,8,Mid Range,Low Mileage
2086,Hyundai,i20,2021,Electric,Automatic,1160000,18.2,1200,6,20900,4,Mid Range,Low Mileage
2087,Tata Motors,Harrier,2022,Electric,Automatic,2150000,18.8,2000,6,20600,3,Luxury,Low Mileage
2088,Renault,Duster,2020,Petrol,Manual,3210000,21.2,2500,6,10800,5,Luxury,High Mileage
2089,Honda,Jazz,2023,Petrol,Manual,3410000,17.6,1200,5,7400,2,Luxury,Low Mileage
2090,Skoda,Octavia,2019,Petrol,Manual,3330000,15.5,800,5,16400,6,Luxury,Low Mileage
2091,Maruti Suzuki,Dzire,2016,Diesel,Manual,2920000,26.8,1000,7,24900,9,Luxury,High Mileage
2092,Honda,City,2024,Electric,Manual,1130000,15.2,2500,4,5400,1,Mid Range,Low Mileage
2093,Hyundai,Venue,2018,Diesel,Automatic,1190000,11.2,1500,4,7200,7,Mid Range,Low Mileage
2094,Tata Motors,Punch,2022,Electric,Automatic,1710000,24.9,1500,6,10100,3,Mid Range,High Mileage
2095,Volkswagen,Polo,2019,Electric,Automatic,3110000,16.5,2500,6,13300,6,Luxury,Low Mileage
2096,Maruti Suzuki,WagonR,2023,CNG,Manual,960000,14.4,1000,7,5700,2,Budget,Low Mileage
2097,Volkswagen,Vento,2021,Petrol,Automatic,660000,20.9,800,4,20800,4,Budget,High Mileage
2098,Kia,Carnival,2022,Electric,Automatic,2460000,15.3,2500,7,20600,3,Luxury,Low Mileage
2099,Volkswagen,Virtus,2017,CNG,Automatic,2720000,10.1,2500,5,23000,8,Luxury,Low Mileage
2100,Honda,Civic,2021,Electric,Automatic,3250000,19.5,1000,4,7500,4,Luxury,Low Mileage
2101,Maruti Suzuki,WagonR,2024,Electric,Automatic,780000,12.2,1000,7,8900,1,Budget,Low Mileage
2102,Hyundai,i10,2021,Diesel,Manual,410000,18.1,2500,7,19400,4,Budget,Low Mileage
2103,Mahindra,XUV300,2016,Petrol,Automatic,2340000,24.9,1800,5,18800,9,Luxury,High Mileage
2104,Mahindra,XUV700,2020,Electric,Automatic,1250000,28.5,1000,4,20900,5,Mid Range,High Mileage
2105,Mahindra,XUV300,2015,Electric,Automatic,2780000,11,800,6,9100,10,Luxury,Low Mileage
2106,Honda,Jazz,2022,Petrol,Automatic,1680000,18,1000,4,8100,3,Mid Range,Low Mileage
2107,Kia,Carnival,2020,Petrol,Manual,870000,22.7,1000,7,7600,5,Budget,High Mileage
2108,Hyundai,i20,2015,Electric,Automatic,850000,15.3,2500,6,11700,10,Budget,Low Mileage
2109,Maruti Suzuki,Baleno,2022,Petrol,Manual,880000,13.5,2000,7,16300,3,Budget,Low Mileage
2110,Mahindra,Scorpio,2023,CNG,Automatic,2970000,15.4,1200,7,7200,2,Luxury,Low Mileage
2111,Tata Motors,Tiago,2023,Electric,Automatic,540000,20.7,2000,7,10700,2,Budget,High Mileage
2112,Hyundai,Creta,2021,Petrol,Manual,1400000,28.5,1000,6,19300,4,Mid Range,High Mileage
2113,Renault,Kiger,2021,CNG,Manual,3320000,20.1,1200,6,13700,4,Luxury,High Mileage
2114,Honda,Amaze,2018,Petrol,Manual,3420000,26.6,800,5,22200,7,Luxury,High Mileage
2115,Toyota,Camry,2020,CNG,Manual,470000,12.5,1800,6,12300,5,Budget,Low Mileage
2116,Kia,Sonet,2021,Electric,Automatic,2700000,12.5,1000,6,11900,4,Luxury,Low Mileage
2117,Maruti Suzuki,Ertiga,2016,Petrol,Automatic,1980000,21.8,800,6,25000,9,Mid Range,High Mileage
2118,Renault,Kiger,2023,Diesel,Automatic,3240000,26.1,1800,4,8600,2,Luxury,High Mileage
2119,Tata Motors,Tiago,2018,CNG,Automatic,3200000,26.6,1200,4,6700,7,Luxury,High Mileage
2120,Maruti Suzuki,Swift,2015,Petrol,Automatic,2470000,20.4,1500,5,7800,10,Luxury,High Mileage
2121,Volkswagen,Tiguan,2024,Diesel,Manual,1450000,18.9,800,4,18500,1,Mid Range,Low Mileage
2122,Tata Motors,Tiago,2024,CNG,Automatic,1350000,11,800,7,13800,1,Mid Range,Low Mileage
2123,Maruti Suzuki,WagonR,2015,CNG,Automatic,1980000,23.6,2500,5,23400,10,Mid Range,High Mileage
2124,Renault,Triber,2021,Electric,Manual,1540000,11.6,1800,5,23500,4,Mid Range,Low Mileage
2125,Kia,Sonet,2019,Petrol,Automatic,1000000,16.3,1800,5,17800,6,Mid Range,Low Mileage
2126,Honda,Civic,2017,CNG,Manual,1600000,21.1,2500,5,7200,8,Mid Range,High Mileage
2127,Kia,Carnival,2022,Diesel,Automatic,1170000,21,2000,6,18400,3,Mid Range,High Mileage
2128,Hyundai,i20,2024,Petrol,Automatic,3100000,12.9,1000,7,7900,1,Luxury,Low Mileage
2129,Mahindra,XUV300,2016,Petrol,Manual,2880000,13.2,1000,4,7900,9,Luxury,Low Mileage
2130,Tata Motors,Punch,2017,Electric,Manual,1300000,27.1,2500,5,18500,8,Mid Range,High Mileage
2131,Volkswagen,Vento,2022,CNG,Automatic,980000,13.8,1500,4,18800,3,Budget,Low Mileage
2132,Honda,Amaze,2018,Diesel,Automatic,2380000,16.5,1800,7,9100,7,Luxury,Low Mileage
2133,Tata Motors,Tiago,2023,CNG,Automatic,1780000,27.8,1500,7,12700,2,Mid Range,High Mileage
2134,Hyundai,i10,2024,CNG,Automatic,2590000,24.8,1500,4,10600,1,Luxury,High Mileage
2135,Renault,Duster,2018,Petrol,Automatic,3260000,14,1200,6,12400,7,Luxury,Low Mileage
2136,Kia,Carnival,2019,Petrol,Manual,2340000,22.4,1000,4,23100,6,Luxury,High Mileage
2137,Toyota,Fortuner,2015,Electric,Manual,2170000,19.4,1200,7,10800,10,Luxury,Low Mileage
2138,Toyota,Fortuner,2017,CNG,Automatic,1530000,16.9,1500,5,12500,8,Mid Range,Low Mileage
2139,Renault,Kwid,2019,CNG,Automatic,2830000,10.5,1000,4,16000,6,Luxury,Low Mileage
2140,Tata Motors,Altroz,2022,Diesel,Manual,1610000,29.2,1500,4,24300,3,Mid Range,High Mileage
2141,Hyundai,Verna,2018,Electric,Automatic,2570000,21,1500,6,14100,7,Luxury,High Mileage
2142,Skoda,Rapid,2021,Petrol,Manual,1110000,10.3,1200,5,15300,4,Mid Range,Low Mileage
2143,Mahindra,XUV300,2018,CNG,Automatic,2840000,17.4,1200,7,11500,7,Luxury,Low Mileage
2144,Tata Motors,Tiago,2024,Petrol,Manual,1140000,20.8,2000,7,5300,1,Mid Range,High Mileage
2145,Toyota,Camry,2016,CNG,Automatic,610000,27.7,1200,4,19700,9,Budget,High Mileage
2146,Kia,EV6,2018,CNG,Automatic,2790000,13.6,1800,7,6900,7,Luxury,Low Mileage
2147,Volkswagen,Polo,2020,CNG,Automatic,1710000,18.1,1200,6,9700,5,Mid Range,Low Mileage
2148,Renault,Triber,2024,Petrol,Manual,2510000,28.4,1500,4,23300,1,Luxury,High Mileage
2149,Hyundai,Creta,2023,Petrol,Automatic,1860000,17.9,1200,7,9000,2,Mid Range,Low Mileage
2150,Renault,Duster,2024,Petrol,Automatic,2930000,21.5,1000,4,6300,1,Luxury,High Mileage
2151,Honda,Civic,2022,Electric,Automatic,2360000,11.5,800,6,8500,3,Luxury,Low Mileage
2152,Mahindra,Scorpio,2015,Diesel,Manual,670000,21.1,2000,5,19000,10,Budget,High Mileage
2153,Maruti Suzuki,WagonR,2015,Diesel,Automatic,590000,18.7,1000,6,15700,10,Budget,Low Mileage
2154,Honda,City,2016,Diesel,Automatic,1170000,22.3,1200,6,20800,9,Mid Range,High Mileage
2155,Maruti Suzuki,WagonR,2023,Petrol,Manual,2350000,21.7,1800,7,11000,2,Luxury,High Mileage
2156,Hyundai,i10,2020,Electric,Automatic,1860000,23.6,2500,4,13800,5,Mid Range,High Mileage
2157,Volkswagen,Taigun,2024,Petrol,Manual,3130000,11.1,1800,4,14400,1,Luxury,Low Mileage
2158,Toyota,Fortuner,2019,CNG,Manual,3460000,11,1200,6,24400,6,Luxury,Low Mileage
2159,Kia,Sonet,2017,Diesel,Manual,970000,13.7,800,7,7800,8,Budget,Low Mileage
2160,Tata Motors,Nexon,2017,CNG,Automatic,1700000,18.9,1500,6,16700,8,Mid Range,Low Mileage
2161,Renault,Kwid,2023,Diesel,Manual,2700000,15.7,1000,4,22100,2,Luxury,Low Mileage
2162,Hyundai,i10,2016,Petrol,Automatic,1690000,18.7,2000,4,18400,9,Mid Range,Low Mileage
2163,Skoda,Rapid,2023,CNG,Manual,2270000,16.3,2000,4,8200,2,Luxury,Low Mileage
2164,Hyundai,Venue,2015,Electric,Automatic,1430000,22.3,1200,7,6700,10,Mid Range,High Mileage
2165,Volkswagen,Tiguan,2020,Petrol,Automatic,2090000,28.1,1200,4,8400,5,Luxury,High Mileage
2166,Toyota,Camry,2020,Electric,Automatic,3250000,18.6,1800,5,7500,5,Luxury,Low Mileage
2167,Toyota,Camry,2017,CNG,Automatic,2260000,13.4,1500,6,12300,8,Luxury,Low Mileage
2168,Hyundai,Venue,2022,Petrol,Automatic,2210000,14,1800,4,22700,3,Luxury,Low Mileage
2169,Honda,Amaze,2017,Diesel,Automatic,2400000,15.8,1200,4,11400,8,Luxury,Low Mileage
2170,Renault,Lodgy,2019,Petrol,Automatic,2550000,25.4,2000,7,10900,6,Luxury,High Mileage
2171,Tata Motors,Harrier,2023,CNG,Manual,3400000,22.3,1500,4,11300,2,Luxury,High Mileage
2172,Toyota,Glanza,2016,Diesel,Automatic,3410000,21.6,800,4,20400,9,Luxury,High Mileage
2173,Honda,Jazz,2015,CNG,Manual,2330000,13,1200,5,22500,10,Luxury,Low Mileage
2174,Skoda,Octavia,2023,Electric,Manual,650000,19.4,2000,4,15500,2,Budget,Low Mileage
2175,Skoda,Kushaq,2019,Petrol,Manual,3050000,25,1800,5,23400,6,Luxury,High Mileage
2176,Tata Motors,Punch,2024,CNG,Automatic,1710000,21.3,1500,6,7800,1,Mid Range,High Mileage
2177,Volkswagen,Taigun,2018,CNG,Manual,1330000,15.6,2000,4,23200,7,Mid Range,Low Mileage
2178,Tata Motors,Punch,2018,CNG,Manual,2040000,13.6,1500,5,16100,7,Luxury,Low Mileage
2179,Renault,Duster,2022,Electric,Automatic,2350000,21.3,1200,6,11300,3,Luxury,High Mileage
2180,Kia,Carens,2023,Diesel,Automatic,3290000,16.9,2500,4,17100,2,Luxury,Low Mileage
2181,Skoda,Rapid,2021,Electric,Manual,1410000,26.8,1000,6,11300,4,Mid Range,High Mileage
2182,Renault,Lodgy,2024,Diesel,Automatic,1900000,24.8,1500,4,6500,1,Mid Range,High Mileage
2183,Honda,City,2023,CNG,Manual,1000000,15.4,800,7,21300,2,Mid Range,Low Mileage
2184,Toyota,Innova,2023,Electric,Manual,3150000,29,1000,7,5300,2,Luxury,High Mileage
2185,Hyundai,i10,2018,Electric,Automatic,2390000,16.2,800,4,24100,7,Luxury,Low Mileage
2186,Hyundai,i20,2019,Petrol,Automatic,2480000,12.2,2500,5,5300,6,Luxury,Low Mileage
2187,Maruti Suzuki,Baleno,2024,Electric,Manual,520000,13.8,1200,4,20500,1,Budget,Low Mileage
2188,Mahindra,Scorpio,2017,Diesel,Automatic,3400000,16.2,2500,4,10500,8,Luxury,Low Mileage
2189,Toyota,Innova,2020,Electric,Automatic,2710000,22.7,1500,7,12200,5,Luxury,High Mileage
2190,Toyota,Camry,2016,Electric,Automatic,750000,26.1,1200,6,7200,9,Budget,High Mileage
2191,Toyota,Innova,2016,Diesel,Automatic,440000,25.9,2000,4,15300,9,Budget,High Mileage
2192,Renault,Triber,2021,Petrol,Automatic,2270000,16.1,2500,7,23900,4,Luxury,Low Mileage
2193,Maruti Suzuki,WagonR,2023,CNG,Automatic,2930000,14.9,2000,6,20900,2,Luxury,Low Mileage
2194,Toyota,Glanza,2020,CNG,Manual,760000,12.3,800,4,16400,5,Budget,Low Mileage
2195,Mahindra,Bolero,2018,Petrol,Automatic,720000,13.4,1000,4,24900,7,Budget,Low Mileage
2196,Skoda,Slavia,2017,Electric,Automatic,2630000,23.8,800,6,21400,8,Luxury,High Mileage
2197,Renault,Lodgy,2017,CNG,Manual,1640000,18.3,1200,7,24300,8,Mid Range,Low Mileage
2198,Mahindra,Thar,2019,Petrol,Automatic,990000,24.7,800,6,5000,6,Budget,High Mileage
2199,Hyundai,Venue,2021,Petrol,Manual,1640000,25.8,1500,5,16000,4,Mid Range,High Mileage
2200,Honda,Amaze,2018,Diesel,Manual,440000,25.8,1500,6,18700,7,Budget,High Mileage
2201,Toyota,Glanza,2019,Petrol,Manual,930000,27.2,800,5,17200,6,Budget,High Mileage
2202,Toyota,Camry,2023,CNG,Manual,720000,14.3,1800,7,24900,2,Budget,Low Mileage
2203,Tata Motors,Nexon,2018,Diesel,Manual,1670000,14.3,2500,4,9100,7,Mid Range,Low Mileage
2204,Honda,Amaze,2018,Petrol,Manual,3180000,18.8,1500,6,12000,7,Luxury,Low Mileage
2205,Mahindra,Bolero,2016,Electric,Automatic,1620000,11.6,1000,4,10200,9,Mid Range,Low Mileage
2206,Hyundai,i20,2018,CNG,Manual,650000,22.4,2000,6,11000,7,Budget,High Mileage
2207,Mahindra,Thar,2021,Diesel,Manual,1410000,17.7,1200,6,21400,4,Mid Range,Low Mileage
2208,Mahindra,XUV300,2018,Electric,Automatic,1940000,17.1,1800,7,5100,7,Mid Range,Low Mileage
2209,Volkswagen,Polo,2020,Electric,Manual,2310000,15.1,1200,5,18100,5,Luxury,Low Mileage
2210,Kia,EV6,2019,CNG,Automatic,2030000,15.5,1000,4,15800,6,Luxury,Low Mileage
2211,Volkswagen,Tiguan,2018,Petrol,Automatic,1000000,11.4,800,6,7600,7,Mid Range,Low Mileage
2212,Kia,Carens,2015,Diesel,Automatic,690000,25.6,1500,4,15600,10,Budget,High Mileage
2213,Volkswagen,Polo,2019,Petrol,Automatic,2030000,12.1,1500,7,18000,6,Luxury,Low Mileage
2214,Hyundai,i10,2022,Electric,Automatic,1110000,16.1,1500,5,18000,3,Mid Range,Low Mileage
2215,Volkswagen,Taigun,2017,Electric,Automatic,1290000,25.2,1000,4,15100,8,Mid Range,High Mileage
2216,Toyota,Glanza,2015,Diesel,Automatic,3320000,23.1,1500,6,17600,10,Luxury,High Mileage
2217,Hyundai,Venue,2022,Electric,Automatic,550000,27.8,1500,7,9000,3,Budget,High Mileage
2218,Mahindra,Scorpio,2022,Electric,Automatic,1150000,17.9,1000,5,6800,3,Mid Range,Low Mileage
2219,Toyota,Fortuner,2016,CNG,Automatic,1440000,24.5,2500,7,23400,9,Mid Range,High Mileage
2220,Skoda,Rapid,2021,Electric,Automatic,1600000,16.6,1500,4,13500,4,Mid Range,Low Mileage
2221,Kia,EV6,2015,Petrol,Manual,3190000,15.1,800,5,16300,10,Luxury,Low Mileage
2222,Volkswagen,Vento,2017,CNG,Automatic,1000000,25.9,1200,6,6500,8,Mid Range,High Mileage
2223,Volkswagen,Virtus,2021,CNG,Manual,2600000,18.8,800,7,24400,4,Luxury,Low Mileage
2224,Tata Motors,Harrier,2023,Diesel,Manual,580000,19.4,1000,6,17700,2,Budget,Low Mileage
2225,Honda,Civic,2022,Electric,Manual,2110000,18.1,1000,7,24900,3,Luxury,Low Mileage
2226,Honda,WR-V,2020,CNG,Manual,1430000,17,1200,6,12100,5,Mid Range,Low Mileage
2227,Hyundai,Verna,2018,Electric,Automatic,1430000,19.8,2500,4,16800,7,Mid Range,Low Mileage
2228,Tata Motors,Nexon,2015,CNG,Automatic,2540000,20.1,1800,7,17100,10,Luxury,High Mileage
2229,Honda,City,2016,Petrol,Automatic,1040000,22.2,2000,5,23800,9,Mid Range,High Mileage
2230,Toyota,Camry,2015,Electric,Automatic,3160000,20.3,1000,7,22300,10,Luxury,High Mileage
2231,Toyota,Glanza,2023,Petrol,Manual,1100000,19.2,1800,7,19600,2,Mid Range,Low Mileage
2232,Tata Motors,Altroz,2020,Diesel,Automatic,3440000,29,800,7,18900,5,Luxury,High Mileage
2233,Maruti Suzuki,Swift,2023,CNG,Manual,1450000,11.1,1500,5,11400,2,Mid Range,Low Mileage
2234,Honda,Amaze,2022,CNG,Manual,2900000,13.1,800,6,8700,3,Luxury,Low Mileage
2235,Skoda,Superb,2021,Petrol,Automatic,860000,17.9,1200,4,15300,4,Budget,Low Mileage
2236,Volkswagen,Virtus,2018,CNG,Automatic,2040000,11.2,2500,7,18400,7,Luxury,Low Mileage
2237,Volkswagen,Vento,2023,Electric,Automatic,3190000,22.6,800,7,23300,2,Luxury,High Mileage
2238,Maruti Suzuki,Baleno,2016,Diesel,Automatic,1190000,20.7,800,7,19700,9,Mid Range,High Mileage
2239,Tata Motors,Tiago,2015,Electric,Manual,1600000,12.5,2500,5,19100,10,Mid Range,Low Mileage
2240,Honda,Civic,2017,CNG,Manual,1860000,28.7,1800,4,13100,8,Mid Range,High Mileage
2241,Mahindra,XUV700,2018,Diesel,Manual,1810000,17.9,1500,6,16900,7,Mid Range,Low Mileage
2242,Hyundai,Venue,2015,Diesel,Manual,2440000,19.9,1000,5,24900,10,Luxury,Low Mileage
2243,Mahindra,Scorpio,2018,CNG,Manual,2290000,27.6,1500,6,22000,7,Luxury,High Mileage
2244,Volkswagen,Polo,2017,Electric,Automatic,820000,13.2,1800,4,21600,8,Budget,Low Mileage
2245,Skoda,Rapid,2020,Diesel,Manual,1230000,27.5,1200,5,18400,5,Mid Range,High Mileage
2246,Hyundai,i10,2019,Electric,Manual,2830000,15.5,1200,7,5900,6,Luxury,Low Mileage
2247,Volkswagen,Taigun,2024,Diesel,Automatic,2020000,18.9,800,6,12300,1,Luxury,Low Mileage
2248,Renault,Kwid,2017,Electric,Manual,2810000,11.8,1800,6,14700,8,Luxury,Low Mileage
2249,Mahindra,XUV300,2022,Diesel,Manual,2260000,25,2000,6,11800,3,Luxury,High Mileage
2250,Hyundai,Creta,2023,Electric,Manual,1060000,26.1,1200,6,10200,2,Mid Range,High Mileage
2251,Tata Motors,Punch,2022,Diesel,Automatic,1860000,18.6,1000,6,8100,3,Mid Range,Low Mileage
2252,Kia,Sonet,2022,Electric,Automatic,2230000,19.7,1500,7,22300,3,Luxury,Low Mileage
2253,Renault,Duster,2022,Petrol,Automatic,2370000,20.8,1000,7,9700,3,Luxury,High Mileage
2254,Maruti Suzuki,WagonR,2019,Electric,Manual,2780000,23.3,1800,4,20500,6,Luxury,High Mileage
2255,Renault,Kiger,2015,Electric,Automatic,2570000,14.6,800,4,17900,10,Luxury,Low Mileage
2256,Skoda,Superb,2018,CNG,Automatic,1340000,29.8,1200,7,8900,7,Mid Range,High Mileage
2257,Kia,EV6,2016,CNG,Automatic,1140000,17.7,1200,5,6400,9,Mid Range,Low Mileage
2258,Honda,WR-V,2024,Electric,Automatic,2600000,17.6,1800,5,21400,1,Luxury,Low Mileage
2259,Skoda,Slavia,2021,Diesel,Automatic,3300000,21.5,1200,7,13600,4,Luxury,High Mileage
2260,Honda,Amaze,2023,Petrol,Automatic,2370000,25.5,1000,6,7800,2,Luxury,High Mileage
2261,Hyundai,Verna,2022,Petrol,Automatic,2790000,17.5,800,5,21000,3,Luxury,Low Mileage
2262,Hyundai,Verna,2019,Electric,Automatic,2750000,17.3,1800,4,17400,6,Luxury,Low Mileage
2263,Hyundai,Creta,2022,Petrol,Automatic,1770000,10.1,1800,6,17400,3,Mid Range,Low Mileage
2264,Hyundai,i20,2016,CNG,Manual,940000,15.9,2500,6,20000,9,Budget,Low Mileage
2265,Volkswagen,Taigun,2022,Diesel,Automatic,2090000,25.5,1000,6,14400,3,Luxury,High Mileage
2266,Maruti Suzuki,Dzire,2020,CNG,Manual,3380000,28.2,2000,7,14400,5,Luxury,High Mileage
2267,Renault,Duster,2020,Electric,Automatic,2600000,17.7,1200,7,11100,5,Luxury,Low Mileage
2268,Tata Motors,Tiago,2018,Electric,Manual,3190000,10.1,1500,6,15100,7,Luxury,Low Mileage
2269,Tata Motors,Altroz,2018,Diesel,Manual,3420000,11.8,1500,7,15600,7,Luxury,Low Mileage
2270,Kia,Sonet,2023,Petrol,Automatic,2740000,28.8,800,7,14400,2,Luxury,High Mileage
2271,Kia,Sonet,2023,Electric,Automatic,2440000,29.2,2500,4,15100,2,Luxury,High Mileage
